Food Truck Num,Food Truck Review,0am Food Truck Checkin,4am Food Truck Checkin,8am Food Truck Checkin,12pm Food Truck Checkin,4pm Food Truck Checkin,8pm Food Truck Checkin,0am Food Checkin,4am Food Checkin,8am Food Checkin,12pm Food Checkin,4pm Food Checkin,8pm Food Checkin,0am No Food Checkin,4am No Food Checkin,8am No Food Checkin,12pm No Food Checkin,4pm No Food Checkin,8pm No Food Checkin,Cater,Credit Card,Delivery,Drive-thru,Food Review,Food: 1 Price,Food: 2 Price,Food: 3 Price,Food: 4 Price ,Food: 1 Star,Food: 2 Star,Food: 3 Star,Food: 4 Star,Food: 5 Star,Good for Groups,Good for Kids,No Food Review,No Food: 1 Price,No Food: 2 Price,No Food: 3 Price,No Food: 4 Price,No Food: 1 Star,No Food: 2 Star,No Food: 3 Star,No Food: 4 Star,No Food: 5 Star,Noise: Average,Noise: Loud,Noise: Quiet,Outdoor Seating,Parking: Garage,Parking: Lot,Parking: Street,Parking: Valet,Parking: Validated,Reservation,Takeout,Waiter Service,Wi-Fi
2,7,0,0,1,1,1,0,1,3,38,47,5,1,9,22,283,685,112,21,2,2,1,0,66,2,0,0,0,0,0,0,2,0,2,0,159,0,4,0,1,1,0,1,8,15,0,0,2,1,0,1,0,0,0,0,2,1,1
2,13,0,5,17,28,0,0,1,7,53,91,127,34,2,269,256,203,173,58,2,10,6,2,184,7,2,0,0,0,0,3,8,0,8,0,441,7,3,2,0,2,3,10,17,26,2,0,6,1,0,6,0,0,0,0,10,4,5
1,15,0,2,18,13,1,0,7,712,1749,1951,2278,471,103,1334,2290,2070,2068,782,7,45,3,1,1769,18,27,0,0,0,6,20,19,2,26,1,1199,8,10,1,0,1,4,15,18,10,25,7,5,8,5,11,0,0,0,0,44,21,35
1,7,0,0,4,1,3,0,51,63,400,550,869,203,80,275,570,820,619,250,8,18,1,2,505,10,7,0,0,0,0,5,12,2,17,0,384,6,10,4,0,2,2,12,17,15,13,2,1,9,0,9,0,0,0,0,18,6,15
1,106,0,7,81,150,17,0,7,16,152,124,155,56,76,542,1283,980,1315,578,0,4,1,0,133,2,3,0,0,0,1,0,4,1,3,0,519,4,10,3,1,1,1,5,10,19,2,0,1,1,0,2,0,0,0,0,3,2,2
1,16,0,1,28,6,5,2,46,522,1995,2053,2029,897,113,378,1023,1471,1294,733,9,17,4,3,2175,11,7,0,0,0,2,5,8,4,16,4,1604,17,24,7,1,0,2,11,29,36,10,1,6,6,0,16,1,0,0,0,18,10,15
1,93,0,0,38,57,13,2,3,2,138,207,186,46,14,26,148,145,199,89,4,13,4,0,257,6,7,0,0,0,0,5,7,2,12,0,306,5,10,1,0,0,3,5,12,10,7,0,3,2,0,6,0,0,0,0,10,6,8
1,20,0,45,89,16,4,0,59,63,852,1279,1751,491,25,286,834,1323,1783,445,10,24,2,3,1401,15,9,0,0,0,0,7,17,0,23,5,1310,9,20,0,1,1,3,11,24,31,17,0,5,15,0,16,0,0,0,0,24,10,21
1,9,0,0,2,16,10,4,30,27,529,1270,1512,509,67,173,652,995,953,155,8,26,4,3,1234,16,9,0,0,0,0,5,18,3,23,3,626,10,7,4,0,1,3,16,23,21,11,0,10,7,0,17,0,0,0,0,24,16,17
4,157,0,38,220,300,53,20,26,105,1766,2333,1997,568,250,857,2149,2483,2512,550,22,41,6,6,1958,27,14,0,0,0,3,14,23,2,38,8,1183,13,25,3,1,4,8,21,36,36,25,2,7,24,0,25,0,0,1,0,40,17,31
1,40,0,0,54,60,3,0,38,177,2245,2120,2447,642,74,253,868,1039,1199,546,13,29,9,2,2530,25,5,0,0,0,2,1,22,6,27,6,976,10,21,1,0,1,4,13,29,13,23,0,3,15,0,21,3,0,0,0,29,10,22
1,15,0,0,50,41,14,5,31,37,664,1062,976,278,6,368,643,642,665,213,5,20,4,0,742,9,11,0,0,0,2,7,10,2,19,0,427,11,13,2,0,1,4,14,15,12,9,2,3,11,0,11,0,0,0,0,20,8,15
3,190,0,89,433,328,154,17,177,255,2966,4557,5449,1509,91,1143,4588,5650,5499,922,26,43,4,3,4253,21,19,3,0,0,1,4,35,3,40,7,2649,15,43,11,2,3,8,34,37,36,32,3,8,31,0,37,0,0,0,0,42,22,36
2,47,0,14,90,89,53,7,56,65,1469,2257,3129,957,49,243,1113,1392,1287,510,9,47,2,7,1867,23,21,0,0,0,1,20,24,2,40,6,1005,16,40,5,1,1,12,35,27,24,32,4,2,15,0,29,1,0,0,0,43,20,30
3,492,1,118,940,942,790,118,75,853,4758,3511,3600,1067,102,547,1551,1403,2113,700,10,24,6,2,2457,16,7,1,0,0,1,5,16,3,21,5,1150,17,24,1,0,1,1,15,34,35,13,0,7,13,0,17,1,0,0,0,23,9,16
1,4,0,3,15,18,1,0,144,168,659,971,2846,1439,81,1461,1935,1814,3480,579,5,20,2,0,1235,8,11,0,0,0,0,9,8,3,18,2,988,9,15,2,2,2,7,15,19,31,10,2,4,9,0,12,0,0,0,0,18,11,13
1,220,1,51,340,148,145,25,36,48,413,577,1176,417,5,832,946,1099,1247,511,5,17,2,2,770,5,11,1,0,0,1,6,10,0,16,3,1166,5,19,1,0,0,0,12,32,28,13,1,2,9,0,11,0,1,0,0,16,11,15
1,59,0,0,33,45,11,0,86,72,1666,1950,3843,1551,120,908,1828,1551,1621,621,4,15,3,1,2172,2,13,0,0,0,0,3,10,2,12,3,1219,8,16,1,1,0,0,5,15,24,13,0,1,8,0,11,0,3,0,0,15,11,13
1,59,0,5,185,354,1,1,38,32,823,1648,2627,808,19,219,513,750,798,192,17,39,10,4,2023,20,18,1,0,0,3,10,23,4,37,2,618,16,17,2,1,0,6,15,22,25,18,2,12,14,0,24,0,0,0,0,36,22,31
4,46,0,34,127,55,22,3,2,17,145,276,281,99,24,180,478,411,276,147,5,11,3,1,249,9,3,0,0,0,2,3,8,0,9,2,350,2,12,2,0,3,6,11,13,12,5,1,3,5,0,6,0,0,0,0,11,5,6
1,5,0,1,0,0,3,2,10,25,420,493,309,96,2,20,145,214,97,19,5,16,2,1,470,14,4,0,0,0,1,6,12,0,13,0,249,7,4,1,0,1,1,6,8,14,8,1,3,4,0,9,0,0,0,0,17,9,12
10,646,12,104,1122,510,581,67,341,509,3765,4490,7123,3767,301,671,2101,2353,3404,2238,16,48,8,5,6498,21,27,1,0,0,4,14,26,7,42,7,2227,22,22,7,0,2,5,14,30,57,36,3,5,36,10,16,25,0,2,0,44,31,42
1,25,1,2,28,46,67,24,111,181,2325,4969,8438,2904,66,221,1820,3610,4769,1738,10,31,3,2,3186,15,16,1,0,0,1,11,18,2,29,1,2089,12,33,10,0,2,6,26,37,57,18,3,5,21,0,25,0,1,0,0,30,16,24
1,14,0,21,64,21,2,0,30,43,529,975,2219,560,46,371,702,869,762,223,11,28,5,4,1423,20,10,0,0,0,3,6,20,1,27,3,732,15,16,0,1,1,5,16,23,19,18,0,6,6,0,17,0,0,0,0,30,12,19
1,28,0,1,34,67,32,6,35,106,993,1346,1950,464,26,433,617,576,599,180,10,21,4,3,1491,10,10,1,0,0,2,9,10,1,18,1,758,11,18,3,1,0,5,15,26,22,18,2,0,8,0,16,0,0,0,0,21,10,19
4,261,0,32,429,382,256,18,43,103,1230,1827,2930,735,119,410,2040,3709,3160,538,17,34,0,4,1919,18,14,1,0,0,2,13,18,2,31,3,1445,12,44,10,2,1,6,22,49,30,27,2,3,22,0,27,0,0,0,0,34,18,29
2,78,0,0,46,113,67,11,15,183,1086,1318,2649,574,29,589,1365,1352,1685,645,22,40,11,4,1631,22,16,1,0,1,3,8,27,2,33,4,916,13,29,5,1,2,10,12,39,48,25,0,7,23,0,24,2,0,0,0,39,17,29
1,41,0,2,44,113,66,4,47,83,1748,3802,5664,1938,59,288,2251,3977,3899,909,11,32,0,0,4011,5,18,6,3,0,0,4,24,4,31,5,2153,4,44,27,3,0,4,23,44,38,25,2,3,27,13,13,6,10,2,0,24,25,28
2,44,0,3,55,78,48,9,8,131,1837,2245,2460,601,111,628,2099,2190,1913,736,15,19,3,0,2117,10,10,0,0,0,1,5,16,0,18,3,1827,7,16,0,0,0,1,5,22,27,17,0,2,17,2,15,2,0,0,0,20,7,17
1,4,0,2,6,4,0,0,0,6,8,16,24,6,16,221,947,1015,752,127,0,1,0,0,21,0,0,1,0,0,0,0,1,0,1,0,510,0,6,2,1,0,2,7,7,24,0,0,1,1,0,0,0,0,0,0,0,1,0
1,31,0,1,4,12,23,3,30,51,807,877,1504,387,19,360,797,762,1630,382,10,18,1,0,1205,8,10,0,0,0,1,7,12,1,16,3,609,7,15,3,0,0,3,8,18,24,10,3,3,12,0,15,0,0,0,0,17,10,15
3,26,0,21,45,20,27,4,13,286,2661,3018,4295,1250,21,911,1549,1414,1351,333,14,38,6,6,3653,17,18,0,0,1,2,6,24,6,29,7,1087,14,28,5,0,0,4,18,32,47,24,1,7,18,0,23,4,0,0,0,39,19,30
3,110,0,1,107,184,14,6,16,24,453,930,1323,309,25,65,451,741,1043,290,7,33,3,2,1453,26,11,0,0,0,3,7,22,5,31,3,1208,20,26,1,0,5,4,18,42,55,20,3,6,23,1,21,11,0,0,0,35,19,28
1,9,0,0,8,8,8,2,27,121,764,1082,1210,264,53,255,781,1161,884,270,10,23,3,5,712,15,8,0,0,0,1,9,9,5,21,2,426,4,14,2,0,0,3,15,15,8,18,0,3,10,0,11,0,0,0,0,23,9,21
1,3,0,2,5,10,0,0,1,35,410,504,353,41,39,469,1379,1073,957,229,4,12,3,0,462,10,0,1,0,0,0,4,7,1,10,0,754,6,2,2,0,1,4,6,13,12,8,0,2,5,0,9,1,0,0,0,11,2,5
1,16,0,0,5,6,14,0,8,105,535,546,959,230,3,95,259,303,389,117,5,15,0,1,950,3,11,1,0,0,0,4,11,0,13,2,197,2,4,5,2,0,1,6,8,10,13,0,1,13,0,9,3,0,0,0,14,12,9
3,56,0,0,36,45,12,1,28,19,362,406,663,232,21,344,999,906,809,214,10,27,5,0,724,18,9,0,0,1,2,6,16,3,20,3,713,17,11,1,1,2,1,13,21,35,16,1,3,7,0,16,0,0,0,0,26,15,19
1,63,0,0,11,57,45,7,184,97,1066,1037,1242,835,59,534,1279,1343,1823,782,10,22,5,2,1301,16,6,0,0,0,2,4,14,2,20,4,1372,20,16,2,0,4,5,20,25,40,11,1,10,9,0,15,1,0,0,0,22,12,18
1,15,1,85,66,9,1,2,21,104,563,354,521,203,6,53,219,327,334,93,4,8,0,1,464,2,5,0,0,0,1,3,4,0,7,2,280,3,9,4,1,1,1,5,18,13,5,1,1,4,0,4,0,0,0,0,8,5,6
2,60,0,0,62,75,15,0,19,44,884,1349,1331,245,18,106,574,832,794,161,11,38,6,6,1347,27,10,0,0,0,3,8,26,1,31,2,685,12,20,2,1,0,7,14,20,24,22,0,12,10,0,25,1,0,0,0,35,16,27
1,4,0,0,2,2,0,0,13,78,1216,963,332,45,6,88,121,106,61,16,9,21,5,2,1137,12,6,0,1,0,0,9,9,3,16,1,446,2,6,0,0,3,3,5,13,23,11,0,6,8,0,16,2,0,0,0,17,10,15
1,14,0,0,15,24,3,0,46,77,1031,1425,2081,542,222,661,1991,3368,4592,1285,5,22,2,3,1194,10,11,0,1,0,0,7,11,4,20,0,1303,8,22,6,2,2,4,18,22,17,14,2,4,15,3,14,0,4,0,0,18,10,16
1,3,2,0,4,2,0,0,296,367,6746,7383,11235,4446,642,768,2526,3802,3779,2455,18,42,8,1,7567,9,29,4,0,0,1,9,28,4,37,9,2177,10,35,12,1,3,4,20,41,46,32,3,6,31,9,11,23,3,1,0,36,37,35
2,26,0,20,115,43,30,4,56,68,999,1265,1848,577,25,726,1714,1828,2110,540,14,37,8,6,1168,19,18,0,0,0,3,11,22,1,31,1,886,10,26,6,0,0,5,20,24,20,22,4,6,16,0,23,0,0,0,0,36,17,30
1,22,1,0,19,43,17,9,7,64,365,599,946,212,14,65,379,267,242,48,5,17,4,2,789,9,9,0,0,0,2,4,11,2,15,0,517,6,15,3,1,2,4,15,13,39,10,0,3,7,0,10,0,0,0,0,18,9,12
1,85,0,21,65,86,2,3,100,44,821,1233,1542,603,42,96,352,445,614,213,6,28,6,5,1239,21,8,0,0,0,1,13,13,5,24,3,672,14,5,2,0,1,3,4,16,29,12,1,11,12,0,16,0,0,0,0,27,9,19
1,14,4,4,40,27,31,4,0,0,4,13,34,7,1,67,131,66,80,0,1,1,0,0,62,0,1,0,0,0,0,0,0,1,1,0,158,0,4,3,1,0,1,3,6,15,1,0,0,0,0,1,0,0,0,0,1,1,1
1,14,0,0,0,0,0,0,16,44,663,902,1024,146,38,214,1220,1823,1645,437,4,29,1,5,844,23,6,0,0,0,4,13,13,2,28,2,675,9,15,3,0,0,7,16,30,16,13,2,7,9,0,12,0,0,0,0,30,8,19
1,10,0,0,3,5,1,0,5,92,420,300,131,43,115,63,301,362,506,355,7,20,4,1,428,21,1,0,0,0,0,6,10,7,20,0,528,9,2,1,1,1,8,6,11,19,12,0,6,7,0,9,1,0,0,0,21,11,15
1,8,0,0,2,9,2,0,2,5,436,656,843,175,13,273,790,930,661,72,7,10,5,0,675,7,3,0,0,0,0,3,6,1,9,0,508,2,7,5,2,0,1,4,14,16,8,1,1,7,0,6,0,0,0,0,10,6,9
4,408,39,87,728,450,255,39,288,132,1834,3228,4889,2340,51,342,957,1039,1415,554,17,34,10,3,3371,27,10,0,0,0,3,12,19,6,32,4,967,8,15,5,1,1,2,7,22,16,20,6,9,26,2,25,2,0,0,0,36,19,30
4,130,1,7,171,260,78,5,1220,359,5651,8498,10803,5453,591,1078,3221,4636,6361,3600,32,93,16,2,10007,46,47,1,0,0,3,25,63,5,76,22,4082,20,54,11,1,5,11,30,45,71,54,13,14,74,14,33,43,2,2,0,93,46,73
1,6,0,0,0,0,0,0,4,6,401,609,791,71,2,10,81,85,87,2,5,14,2,2,758,11,3,0,0,0,2,2,9,1,9,4,149,4,6,1,0,0,5,4,10,10,10,0,3,2,0,9,0,0,0,0,14,10,10
1,41,0,0,30,18,15,0,2,16,340,273,644,123,14,235,654,918,989,312,3,11,4,0,547,6,5,1,0,0,0,5,6,1,11,1,334,4,14,1,1,0,3,6,6,14,9,1,0,7,0,9,0,0,0,0,9,10,8
3,26,0,0,2,14,5,0,6,170,1444,1105,1726,413,14,162,535,425,513,120,9,24,2,2,1801,19,8,0,0,0,1,6,16,6,21,3,569,10,8,1,1,1,5,12,29,26,14,1,9,13,0,19,1,0,0,0,27,12,22
1,35,0,0,20,36,21,6,66,123,1071,1183,1668,428,39,224,777,1200,1074,304,11,31,2,6,1181,18,13,0,0,0,1,10,17,3,29,3,976,23,23,7,0,3,8,26,39,26,24,3,1,14,0,19,0,0,0,0,30,12,24
1,40,1,22,57,36,1,0,2,24,404,497,391,13,9,111,173,138,111,46,4,7,2,0,431,4,2,0,0,0,0,2,1,4,5,1,296,0,6,0,0,1,1,4,8,19,3,0,1,3,0,3,0,0,0,0,6,1,4
1,23,0,0,3,4,0,0,6,98,174,192,260,104,18,92,298,457,579,187,6,16,7,3,300,15,1,0,0,2,1,6,8,1,12,0,620,11,14,0,0,1,3,6,19,17,10,2,3,3,0,6,0,0,0,0,17,5,14
1,42,0,26,89,26,9,0,38,15,635,1016,1089,478,26,446,1195,1198,1340,367,3,9,3,2,702,6,3,0,0,0,0,1,8,0,8,2,684,4,11,3,0,1,3,9,10,10,8,1,0,7,0,6,0,0,0,0,9,4,9
2,33,1,23,51,30,8,3,17,52,991,1260,1919,515,16,471,881,1154,1245,310,12,34,7,1,1857,16,19,0,0,0,0,5,28,2,30,3,1025,21,27,3,1,0,6,15,35,42,22,0,10,20,0,26,0,0,0,0,35,20,25
2,68,0,10,99,114,2,2,23,174,788,656,672,200,11,180,332,192,144,57,3,16,0,7,515,12,4,0,0,0,0,4,11,1,14,0,431,6,1,1,0,2,4,6,12,15,7,0,6,4,0,9,0,0,0,0,16,8,12
1,35,0,0,58,82,28,11,37,140,871,1441,2993,766,16,179,950,1533,1330,370,15,42,2,3,1337,12,30,2,0,0,2,22,19,3,40,1,649,9,19,6,0,0,11,21,30,17,27,5,6,21,0,32,1,0,0,0,41,29,33
3,152,0,13,114,67,21,2,140,68,1002,2654,4986,1884,82,417,1138,1819,1718,612,12,24,5,1,3217,11,13,1,0,0,0,5,17,3,21,4,1679,11,27,5,0,1,3,12,34,36,16,4,3,19,0,19,1,4,0,0,23,13,21
1,43,0,2,49,130,1,1,3,20,551,874,1326,328,15,327,819,747,1383,203,9,16,4,1,1148,8,7,1,0,0,1,2,13,1,17,2,586,5,13,5,1,0,2,11,17,22,9,1,6,11,0,13,0,1,0,0,16,6,14
2,75,0,4,27,28,28,3,76,66,605,729,890,306,12,153,370,377,355,98,8,24,6,1,903,18,4,0,1,0,3,8,11,3,17,4,315,4,16,0,1,1,1,10,14,13,11,2,6,7,0,12,0,0,0,0,22,9,16
1,21,0,0,19,25,30,4,12,43,496,783,1237,257,33,517,1262,1456,999,255,7,36,6,5,706,17,18,0,0,0,7,12,17,3,32,0,511,8,25,1,0,0,7,20,26,18,23,3,3,19,0,19,0,0,0,0,35,14,19
1,9,0,16,12,8,2,1,9,222,576,525,510,130,402,7604,11701,11155,12366,5702,5,29,1,1,622,12,17,1,0,0,14,6,9,3,15,1,2168,6,9,0,1,4,10,14,14,13,15,6,4,0,4,3,0,0,0,0,25,12,20
1,16,0,0,2,2,1,0,0,30,248,103,66,14,16,79,461,527,763,107,2,2,1,0,215,0,2,0,0,0,0,0,2,0,2,0,490,1,3,0,1,0,1,2,3,10,2,0,0,2,0,2,0,0,0,0,2,2,2
1,5,0,0,0,0,0,0,175,13,130,320,757,211,76,290,775,882,761,162,3,11,3,2,409,7,3,0,0,0,1,5,5,0,7,1,547,6,10,1,0,1,1,7,23,28,2,0,2,2,0,4,0,0,0,0,10,2,4
1,21,2,26,21,9,4,0,32,111,672,409,788,282,20,94,304,364,455,182,3,13,2,0,736,6,7,0,0,0,1,4,6,2,12,2,375,14,9,0,0,1,1,9,13,24,8,0,3,3,0,9,0,0,0,0,13,8,9
1,7,0,0,6,6,4,0,9,23,417,466,740,181,2,84,290,329,339,60,8,19,1,2,720,5,12,0,0,0,1,7,11,0,17,0,361,3,18,2,0,1,5,8,20,18,13,3,0,12,0,10,0,0,0,0,17,10,13
1,147,0,1,67,112,59,1,3,10,333,628,840,175,75,116,545,680,687,502,4,12,1,1,1263,11,2,0,0,0,3,1,6,3,11,3,651,12,15,1,0,0,5,7,21,26,7,0,2,2,0,8,0,0,0,0,13,4,9
1,84,0,2,95,145,169,27,32,34,683,1054,2031,559,19,206,936,1115,1574,528,9,19,2,3,1282,10,9,0,0,0,1,3,15,1,18,0,846,8,25,6,0,2,5,15,27,32,14,1,2,11,0,15,0,0,0,0,19,11,17
5,107,2,15,117,157,81,13,53,235,1149,2231,3036,723,50,344,1168,1398,1058,263,24,50,8,4,2460,27,21,0,0,1,1,19,26,4,45,3,878,7,36,9,0,1,5,25,39,35,32,3,7,32,0,33,0,0,0,0,50,24,39
1,112,0,185,271,32,2,1,22,293,1909,1960,3014,646,18,145,1185,1949,1461,222,11,29,4,3,2101,15,14,2,0,0,1,9,21,0,26,3,949,6,18,4,1,0,2,11,24,25,19,3,3,15,0,20,0,0,0,0,29,14,23
1,17,1,1,7,6,7,2,10,222,709,658,1025,291,22,135,334,356,349,226,8,22,3,3,1007,13,7,0,0,0,2,3,13,4,17,1,558,16,9,2,0,0,4,6,22,21,12,1,6,6,0,11,0,0,0,0,20,10,14
1,39,0,0,15,15,25,2,147,329,1574,1934,4148,1603,90,1062,2038,1944,3403,963,11,32,4,2,4122,13,12,5,1,0,1,2,21,8,27,8,1748,10,30,12,1,0,2,13,32,63,24,0,6,15,0,25,3,4,0,0,29,17,27
1,12,0,0,0,0,0,0,88,89,1112,1547,2061,547,27,144,803,1078,690,248,14,36,6,5,1854,25,10,1,0,0,1,13,18,6,31,1,774,15,15,2,0,1,8,14,36,22,21,2,8,8,0,25,0,0,0,0,35,14,28
15,520,6,104,634,583,126,48,750,228,3681,5632,10764,6218,319,1467,4497,5999,11222,3154,27,81,14,1,7952,36,45,3,0,0,3,26,50,8,71,7,4548,18,43,11,2,12,13,32,74,88,44,16,8,52,24,12,36,11,10,0,70,47,65
3,155,0,32,333,237,94,18,59,116,2111,3062,5353,1512,69,1003,2235,2204,2368,582,22,52,5,1,3918,8,40,4,0,0,0,8,37,8,48,8,2102,11,63,16,1,1,5,23,44,93,37,4,8,38,2,39,3,2,0,0,48,43,45
1,12,0,0,0,0,0,0,9,11,183,320,684,169,22,98,352,342,315,128,4,19,5,1,500,12,4,1,0,0,4,4,8,3,15,3,558,8,14,1,2,1,2,6,31,22,11,1,4,6,0,9,0,0,0,0,18,12,15
4,140,2,64,273,163,22,7,202,332,3351,4394,7148,2685,34,719,1240,1429,1964,335,17,37,4,2,3920,22,15,1,0,0,1,5,26,6,29,6,1010,16,16,4,1,1,2,10,28,32,25,2,7,24,0,32,0,4,0,0,37,13,29
1,28,0,0,34,73,32,11,162,84,1306,2024,2338,1074,34,231,529,625,748,235,11,31,4,3,2510,17,14,0,0,0,2,11,15,3,26,8,809,21,11,1,0,1,7,13,24,21,15,4,9,17,1,26,1,0,0,0,30,20,24
3,87,1,3,93,237,87,9,20,138,679,549,393,163,27,213,992,1368,1311,440,6,16,5,3,657,10,7,0,0,0,2,4,10,1,12,3,1061,6,20,0,1,2,8,21,26,30,11,0,4,7,0,10,0,0,0,0,17,9,13
1,7,0,0,3,0,1,0,11,28,176,253,318,104,14,215,1445,1006,906,206,3,11,1,2,283,6,4,0,0,0,2,3,7,0,8,0,345,4,9,1,0,0,3,6,10,19,4,1,0,5,0,4,0,0,0,0,10,2,4
2,23,0,6,83,91,50,1,1,4,113,148,626,210,17,85,277,398,415,168,1,5,0,0,546,0,2,2,1,0,0,0,5,0,5,0,591,0,0,4,2,0,0,2,5,12,2,0,3,5,2,2,0,4,0,0,2,5,5
3,114,0,2,103,146,201,34,41,61,1197,2822,5025,1467,40,372,2535,4141,4434,1201,20,52,5,8,2819,26,24,1,0,0,4,14,31,3,50,0,1744,14,40,15,0,1,6,29,42,38,34,5,3,31,0,35,3,0,0,0,49,27,39
3,34,0,2,20,15,2,0,71,138,1674,2373,2511,858,133,863,2546,3007,2966,785,25,56,13,8,2042,35,21,1,0,0,0,24,30,4,52,6,1689,27,28,5,1,2,12,41,46,42,31,2,16,19,1,43,2,0,0,0,56,25,37
1,40,0,0,54,60,3,0,159,698,3671,4499,5977,2540,131,474,1562,1806,2215,1097,17,40,6,5,5393,27,13,0,0,0,2,8,26,5,34,5,1612,20,27,2,0,1,6,24,38,28,30,1,4,25,0,27,4,2,0,0,38,15,29
1,9,0,0,0,0,0,0,1697,735,11376,15561,21455,8258,751,1222,6062,11275,13713,3694,25,70,7,0,9207,18,45,7,2,0,2,13,57,2,65,9,5018,17,74,50,17,0,12,48,99,85,48,11,6,56,16,33,12,13,0,0,65,52,62
4,143,0,19,145,174,66,9,68,67,1606,2420,3172,1004,66,254,1197,1540,1446,576,12,65,3,8,2084,32,31,0,0,0,2,26,35,3,59,6,1314,23,50,7,1,2,15,37,45,33,42,4,5,17,0,42,1,0,0,0,58,30,41
4,208,1,9,206,334,118,9,67,379,3542,2992,5531,1565,319,2201,5313,6387,9218,2180,13,48,6,3,3679,19,22,4,4,0,1,11,31,10,45,4,3151,19,50,9,5,5,7,39,48,64,27,3,13,31,4,34,0,6,0,0,40,28,38
2,23,0,6,83,91,50,1,4,11,185,185,915,304,48,493,1127,1239,1237,334,1,9,0,0,825,0,3,4,2,0,0,2,7,0,9,0,1439,0,0,12,3,0,0,4,14,16,5,0,4,9,2,6,0,6,0,0,4,9,9
6,120,0,0,77,143,48,9,97,67,793,1264,1635,390,65,722,2218,2570,2283,524,21,53,8,6,1567,38,15,0,0,1,4,17,28,5,44,2,1586,36,29,5,1,3,6,41,62,68,29,1,11,20,1,27,0,0,0,0,52,22,36
7,102,2,148,698,416,243,46,993,2321,21976,22139,32336,13132,1945,6153,12482,11488,14008,7434,49,116,15,2,18492,31,70,13,0,0,2,26,72,18,104,16,7455,41,159,37,10,6,9,55,128,218,79,9,19,87,18,38,63,9,3,0,98,90,94
1,5,0,0,1,3,0,0,146,85,1017,1967,3307,1663,107,407,2031,3238,3929,1043,8,47,7,9,1960,22,24,0,0,0,3,18,25,2,43,0,1335,9,32,10,0,3,4,22,34,22,23,6,8,24,0,25,3,0,0,0,45,23,29
2,30,1,2,37,48,28,4,22,48,512,1100,1711,486,63,293,1322,2664,2186,620,6,40,5,6,1506,26,13,0,0,1,4,25,10,2,33,7,1391,12,44,6,3,5,11,28,41,18,21,4,9,8,0,22,1,1,0,0,40,17,28
5,116,1,21,155,335,140,7,34,170,1640,2845,4290,1042,34,910,2347,2780,2648,844,23,70,10,10,3250,41,28,0,0,1,6,15,43,8,64,8,2013,27,53,11,2,3,12,48,64,81,42,7,15,27,0,48,1,0,0,0,72,29,54
3,321,1,9,205,296,146,16,18,35,675,1220,1928,546,132,198,602,669,863,613,6,26,1,1,2341,18,10,0,0,0,3,4,14,7,24,4,908,13,14,1,0,0,2,11,22,31,14,2,5,8,0,18,3,0,0,0,25,14,19
1,11,0,0,0,0,0,0,18,15,1252,2211,2608,506,20,353,753,927,868,202,12,35,8,5,2344,26,8,0,0,0,3,8,22,2,28,4,870,11,21,3,1,1,5,18,28,37,21,0,10,9,0,25,1,0,0,0,33,14,24
13,491,5,80,588,573,121,44,728,261,3714,5432,9745,5886,354,1150,3285,3702,6679,2612,32,86,17,3,7410,53,39,1,0,0,2,29,52,14,80,5,3934,26,44,8,3,13,21,37,74,100,50,14,11,50,20,19,32,8,7,0,81,47,71
2,83,0,42,164,86,24,3,11,119,1006,1338,2365,532,16,322,909,1054,841,242,15,35,5,1,2046,12,19,3,1,0,0,10,23,2,29,2,813,7,22,9,4,1,2,12,36,42,25,0,7,26,0,25,1,1,0,0,32,24,26
1,33,2,0,49,21,32,22,16,74,592,656,418,54,49,402,764,873,936,353,7,23,1,2,827,16,7,0,0,0,5,4,13,6,18,3,1186,5,8,1,1,5,12,17,20,24,15,0,4,0,1,10,0,0,0,0,25,6,17
2,32,0,74,106,32,6,6,86,164,1745,2988,5455,1657,113,555,2568,3692,3419,883,18,40,4,1,3099,11,23,6,0,0,0,7,30,3,38,6,1829,12,41,16,0,0,7,24,52,35,29,5,3,33,1,26,5,6,0,0,34,26,32
3,38,0,20,115,43,30,4,78,107,1487,1967,3085,764,60,906,2504,2865,3011,707,24,63,13,10,2141,39,23,1,0,0,3,19,36,6,51,3,1558,21,38,8,0,0,11,30,40,45,38,5,13,23,0,38,0,0,0,0,61,27,48
3,246,5,55,381,176,177,29,47,90,1444,2395,3323,939,34,1398,2395,2735,3039,760,22,49,12,8,2778,20,28,1,0,0,1,17,27,4,46,8,2332,15,54,5,4,4,8,32,75,94,37,2,8,24,0,38,1,1,0,0,48,32,44
2,53,0,3,44,43,7,1,134,260,2140,3254,5626,1660,101,1193,3489,5187,5036,1090,24,48,4,3,4207,13,30,6,1,0,2,8,37,3,44,8,2299,8,41,16,4,1,6,29,47,37,32,2,12,39,1,36,0,3,0,0,45,36,42
1,5,0,0,0,0,0,0,207,37,414,830,1853,519,144,666,1724,1688,1609,414,10,39,8,3,1131,22,14,1,0,0,8,11,16,5,28,6,1379,14,27,4,1,1,4,22,57,61,20,1,6,9,0,17,0,0,0,0,38,19,24
1,12,0,0,0,0,0,0,32,47,543,743,1597,399,18,505,897,708,569,162,14,33,12,1,1545,20,12,0,1,1,2,7,22,4,29,3,825,12,20,2,1,2,1,9,28,46,14,2,16,15,0,24,0,1,0,0,32,21,28
