Food Truck Num,Food Truck Review,0am Food Truck Checkin,4am Food Truck Checkin,8am Food Truck Checkin,12pm Food Truck Checkin,4pm Food Truck Checkin,8pm Food Truck Checkin,0am Food Checkin,4am Food Checkin,8am Food Checkin,12pm Food Checkin,4pm Food Checkin,8pm Food Checkin,0am No Food Checkin,4am No Food Checkin,8am No Food Checkin,12pm No Food Checkin,4pm No Food Checkin,8pm No Food Checkin,Cater,Credit Card,Delivery,Drive-thru,Food Review,Food: 1 Price,Food: 2 Price,Food: 3 Price,Food: 4 Price ,Food: 1 Star,Food: 2 Star,Food: 3 Star,Food: 4 Star,Food: 5 Star,Good for Groups,Good for Kids,No Food Review,No Food: 1 Price,No Food: 2 Price,No Food: 3 Price,No Food: 4 Price,No Food: 1 Star,No Food: 2 Star,No Food: 3 Star,No Food: 4 Star,No Food: 5 Star,Noise: Average,Noise: Loud,Noise: Quiet,Outdoor Seating,Parking: Garage,Parking: Lot,Parking: Street,Parking: Valet,Parking: Validated,Takeout,Waiter Service,Wi-Fi
3,103,0,64,267,157,4,0,199,1061,5722,6725,11542,4138,16,1247,2191,1991,2954,299,22,43,5,3,6920,22,22,0,0,0,0,4,32,8,38,11,1480,15,29,7,2,1,3,17,38,49,32,2,7,27,0,37,2,8,0,43,20,37
7,284,4,13,281,240,88,23,287,700,5392,8286,13239,5424,354,1637,3371,4748,4927,2239,22,50,6,3,9025,23,27,1,0,0,1,9,32,10,44,11,4336,29,64,15,4,2,4,29,74,91,35,7,5,37,0,39,5,9,0,49,28,43
3,16,0,19,23,36,1,0,29,39,894,1368,2251,639,28,307,701,815,719,285,7,26,5,4,1277,10,14,0,0,0,0,12,15,0,23,5,781,9,22,1,1,3,7,22,23,28,16,2,3,10,0,20,0,0,0,25,16,18
1,13,0,27,43,7,1,0,30,2,262,563,721,264,38,63,184,248,406,199,4,14,2,3,844,9,5,0,0,0,0,4,8,2,11,1,277,6,13,0,0,0,1,7,13,12,5,0,7,4,0,11,0,0,0,14,8,9
23,1088,6,142,1580,1008,703,112,1072,747,7602,10552,18649,10094,612,2143,6905,8641,14659,5332,46,126,23,2,14868,53,74,4,0,0,6,37,80,13,110,11,6991,45,64,18,2,13,17,48,97,149,80,19,13,92,35,25,61,11,12,112,81,105
2,41,0,0,28,79,23,4,14,26,326,529,629,155,43,335,824,1086,795,215,7,20,4,3,599,14,6,0,0,0,2,8,7,5,15,1,622,12,8,1,0,1,2,15,22,28,11,0,4,5,1,8,0,0,0,20,8,11
23,1088,6,142,1580,1008,703,112,1078,749,7722,10654,18900,10235,614,2143,6934,8653,14671,5330,46,127,22,2,15076,53,75,4,0,0,6,37,79,15,110,12,7006,42,64,18,2,13,17,46,98,148,82,19,12,93,35,26,62,11,12,113,82,107
1,125,0,7,79,125,86,12,28,35,554,1068,1029,248,57,192,306,305,322,161,7,23,0,0,1361,16,8,0,0,0,0,2,19,4,20,6,454,3,5,1,0,0,2,10,10,16,13,2,4,6,0,17,3,0,0,21,13,19
1,15,0,2,18,13,1,0,31,59,506,758,828,201,95,421,959,1244,1153,472,11,26,6,3,739,17,10,0,0,0,0,13,13,2,25,1,804,9,11,1,0,1,6,16,14,14,13,2,9,8,1,21,1,0,0,28,12,16
1,14,0,21,64,21,2,0,26,39,464,866,2078,533,30,355,673,760,665,158,8,21,4,3,1253,16,7,0,0,0,3,6,13,1,21,3,516,13,14,0,0,1,4,16,15,14,14,0,4,5,0,13,0,0,0,23,10,15
1,14,0,21,64,21,2,0,15,42,272,408,749,211,23,325,602,764,608,141,9,22,5,4,632,15,7,0,0,0,3,5,15,0,21,2,445,12,12,0,0,1,3,13,14,13,12,0,7,2,0,15,0,0,0,23,11,15
24,1098,6,142,1583,1013,704,112,1071,742,7448,10322,18266,10043,607,2015,6847,8577,14619,5326,45,124,23,2,14538,52,73,4,0,0,6,36,80,12,109,10,6971,44,64,17,2,13,17,48,95,149,79,19,12,92,35,23,60,11,12,110,80,103
2,137,0,0,122,138,65,9,19,11,283,526,672,255,33,67,374,494,546,249,2,21,0,1,528,11,10,0,0,0,1,8,10,3,17,0,528,10,21,2,0,0,6,13,17,19,11,2,2,4,0,8,1,0,0,15,6,12
1,21,2,26,21,9,4,0,34,112,678,468,707,297,24,104,471,578,610,195,3,13,1,1,678,7,6,0,0,0,1,4,6,2,12,1,423,12,7,1,0,1,2,5,15,19,7,0,4,4,0,9,0,0,0,13,8,9
1,10,0,0,8,9,4,4,85,151,1700,2860,5210,1555,64,419,2212,3278,3102,792,17,38,4,1,2995,10,22,6,0,0,0,6,30,2,36,5,1535,7,35,13,0,0,4,19,37,26,29,4,3,32,1,25,5,6,0,32,25,30
5,140,4,1,168,173,71,21,113,155,3085,4398,7242,2892,255,1292,2612,3744,3692,1611,10,31,2,2,4889,14,16,0,0,0,2,7,18,5,27,7,3025,23,45,12,3,1,3,24,58,58,21,3,3,18,0,22,3,5,0,31,17,23
5,299,0,36,510,461,296,21,47,118,1496,2528,4392,1014,132,727,3016,4929,4483,691,26,49,5,5,2955,23,24,1,0,0,3,17,26,4,45,6,2220,19,65,16,4,2,11,32,75,57,38,2,5,32,0,36,0,0,0,48,26,40
1,147,0,1,67,112,59,1,22,34,677,1164,1844,627,84,120,597,781,755,520,5,17,1,1,2284,14,5,0,0,0,3,1,9,6,15,3,894,14,17,1,0,0,5,8,24,32,11,1,3,5,0,12,2,0,0,18,8,15
1,22,0,74,98,23,2,2,1,1,25,117,237,102,0,29,107,171,107,20,1,1,0,0,94,0,1,0,0,0,0,1,0,0,1,1,131,4,2,3,0,0,1,2,6,4,0,0,0,0,0,1,0,0,0,1,1,1
1,15,0,2,18,13,1,0,32,60,555,778,933,225,95,423,1010,1269,1170,472,10,24,6,3,823,14,10,1,0,0,0,12,13,1,23,1,799,8,11,2,0,1,5,16,15,13,13,2,8,8,1,20,1,0,0,26,12,16
6,269,12,73,278,248,118,23,212,283,2806,4442,6246,2609,221,708,2027,2081,2319,1282,16,48,5,5,5202,26,22,0,0,0,1,11,25,12,40,7,2321,21,21,6,0,2,5,15,29,64,34,1,6,26,1,32,10,0,0,45,27,39
6,205,0,90,434,328,158,17,186,263,3350,5260,6698,1854,172,1545,5358,6453,6110,1179,30,51,5,3,5145,23,25,3,0,0,1,4,41,5,46,10,3472,24,60,16,3,4,14,42,62,71,39,3,9,34,1,43,0,1,1,50,27,44
4,261,0,32,429,382,256,18,43,103,1298,2028,3332,791,124,777,2314,3945,3417,559,20,39,2,4,2290,19,18,1,0,0,3,14,20,3,35,3,1716,15,53,13,3,1,8,28,62,42,30,2,4,24,0,31,0,0,0,38,21,33
1,112,0,185,271,32,2,1,22,68,1337,1673,2124,584,230,535,2267,3321,3001,515,12,25,2,3,1584,17,9,1,0,0,3,7,16,1,22,1,1269,9,20,4,2,1,3,17,26,31,14,2,5,14,0,16,0,0,0,25,11,18
24,1098,6,142,1583,1013,704,112,1072,743,7609,10559,18644,10094,607,2015,6847,8579,14621,5326,47,126,23,2,14872,53,74,4,0,0,6,37,81,12,110,11,6972,44,64,18,2,13,17,48,94,150,81,19,12,93,35,25,60,11,12,112,81,105
1,5,0,0,1,3,0,0,0,5,39,78,134,24,0,3,19,48,32,3,3,5,3,0,152,4,1,0,0,0,0,0,5,0,4,0,52,1,3,0,0,0,2,3,2,2,1,0,3,0,0,3,0,0,0,5,2,3
1,9,0,0,8,8,8,2,22,100,690,949,1012,230,50,251,764,1133,856,253,10,19,2,4,574,12,7,0,0,0,0,8,7,5,17,2,358,4,10,1,0,0,1,13,12,6,17,0,2,9,0,10,0,0,0,19,8,19
1,12,0,0,0,0,0,0,84,81,471,539,946,393,27,94,300,442,445,228,8,23,2,3,755,13,9,1,0,0,0,9,13,2,19,0,570,10,9,1,0,0,7,8,24,14,12,2,5,6,0,15,0,0,0,22,12,16
2,20,0,0,0,0,0,0,12,45,861,1091,1194,96,22,118,541,718,632,243,4,21,1,3,957,18,3,0,0,0,1,9,12,1,21,4,382,10,9,2,0,0,5,7,18,18,8,1,8,7,0,10,0,0,0,21,7,14
6,258,1,13,254,234,86,16,185,169,3777,6712,11622,4524,92,972,2211,3598,3344,1355,19,46,8,3,7467,19,27,1,0,0,0,8,33,6,40,11,3339,23,46,14,3,1,5,19,56,82,33,4,7,31,0,36,5,9,1,45,29,39
4,113,11,68,226,164,54,9,103,417,5316,6872,8588,2433,187,1057,3094,3503,3390,1290,41,78,15,5,7648,50,26,2,0,0,4,16,53,8,68,14,3148,17,51,4,0,3,7,25,57,65,63,1,7,46,1,62,4,1,0,77,34,63
6,258,1,13,254,234,86,16,278,659,5185,8426,13301,5655,141,1168,2639,3881,3856,1720,21,53,8,4,8950,22,31,1,0,0,2,9,35,8,45,8,3547,21,48,14,4,1,5,26,59,75,38,6,6,39,0,39,6,10,0,51,30,45
3,71,0,87,198,151,62,10,10,27,403,952,2221,477,165,497,1462,1926,2197,451,11,19,3,3,1184,7,12,0,0,0,0,6,12,1,19,3,1166,8,18,4,2,1,4,16,23,31,14,1,3,14,0,12,0,0,0,19,10,15
4,142,0,64,282,172,29,2,202,1153,5923,6915,12572,4458,90,1270,2218,2098,3827,811,21,47,6,3,7545,22,24,1,0,0,1,3,34,10,40,11,1850,17,28,8,2,1,3,17,40,57,32,2,9,28,0,39,2,9,0,46,23,40
3,56,0,0,36,45,12,1,29,24,456,480,829,275,22,465,1274,1013,949,221,10,31,5,1,838,21,9,1,0,1,3,6,19,3,23,4,932,20,14,2,0,1,2,21,31,43,19,1,3,8,0,18,0,0,0,30,17,21
1,15,0,0,50,41,14,5,19,18,441,758,588,176,1,328,519,526,545,170,2,15,2,0,416,6,8,0,0,0,1,5,8,1,13,0,289,9,8,1,0,0,2,10,12,8,5,2,3,8,0,6,0,0,0,14,6,11
1,59,0,0,33,45,11,0,209,114,2199,2734,5461,1988,135,944,2097,2057,1843,715,10,29,6,2,3015,7,22,0,0,0,0,3,22,4,22,6,1561,12,25,2,2,0,2,8,26,38,20,0,5,15,0,18,0,3,0,29,17,21
3,108,1,32,156,150,3,2,13,67,554,784,670,136,8,181,400,239,149,55,2,15,0,5,598,10,4,0,0,0,0,4,8,3,12,1,626,3,4,0,0,2,5,4,15,27,6,0,3,5,0,8,0,0,0,14,5,8
1,6,0,0,5,3,2,0,9,21,170,132,293,95,1,118,385,280,284,43,3,7,2,1,256,3,5,0,0,0,0,3,6,0,7,0,170,3,5,1,1,0,1,4,7,8,5,0,2,3,0,2,1,0,0,7,4,6
7,284,4,13,281,240,88,23,344,712,5570,8527,13519,5816,399,1614,3372,4833,5152,2419,22,54,7,3,9252,25,29,1,0,0,1,10,35,10,48,11,4493,33,68,18,4,2,5,32,78,94,38,7,6,39,0,42,6,10,0,53,31,47
3,207,3,8,187,205,119,37,28,32,811,1266,1284,347,66,169,332,294,384,218,6,23,0,1,1702,18,7,0,0,0,0,3,13,9,20,4,610,6,5,2,0,0,0,10,15,18,13,2,4,8,0,15,5,0,0,22,12,18
0,0,0,0,0,0,0,0,1,8,159,109,99,11,7,35,131,224,174,43,2,3,1,0,113,2,1,0,0,0,0,1,2,0,3,0,159,1,5,1,0,0,0,5,6,7,2,0,1,1,0,3,0,0,0,3,2,2
1,125,0,7,79,125,86,12,47,49,614,964,805,252,69,272,451,498,501,216,8,24,0,1,1288,18,7,0,0,0,1,2,19,3,22,5,500,4,6,1,0,0,2,9,10,16,15,2,3,5,0,19,2,0,0,22,14,20
6,490,0,40,944,467,569,57,321,499,5176,5514,9345,4756,305,970,3476,3716,3604,1847,29,64,10,3,7601,35,28,2,0,0,3,10,42,13,57,5,3216,28,33,4,1,1,2,15,43,71,50,3,7,40,2,38,20,2,1,62,35,52
1,9,0,16,12,8,2,1,13,872,1939,1945,2104,451,423,8360,12943,11942,13084,5962,3,53,0,1,1864,19,32,1,0,0,17,17,19,2,20,1,2271,4,6,1,1,3,7,11,13,12,28,12,2,1,8,2,0,0,0,46,21,42
3,64,0,0,41,98,36,8,74,33,287,588,827,138,55,119,753,875,662,140,10,21,2,4,694,12,9,0,0,0,1,10,8,3,19,0,573,11,15,3,0,0,5,20,22,23,10,0,6,7,1,7,0,0,0,21,8,14
3,56,0,0,36,45,12,1,28,20,417,547,874,282,22,362,1050,996,919,244,11,32,5,1,918,22,10,0,0,1,4,6,19,3,24,4,833,22,15,2,1,3,1,14,32,35,21,1,3,9,0,19,0,0,0,31,17,23
24,1098,6,142,1583,1013,704,112,1071,709,7444,10260,18268,10054,603,1996,6810,8568,14610,5315,45,123,22,1,14456,52,72,4,0,0,6,36,78,13,109,10,6939,41,65,18,2,12,17,48,95,150,78,19,12,90,35,23,60,11,12,109,81,102
4,140,2,64,273,163,22,7,85,255,2089,2473,3007,991,31,559,2161,2651,2664,346,15,39,5,6,1991,26,12,1,0,0,1,13,22,3,33,4,1171,16,26,4,0,0,6,25,30,30,22,2,9,16,0,28,0,2,0,38,10,27
4,261,0,32,429,382,256,18,44,117,1310,2053,3407,847,130,662,2779,4630,4252,663,20,40,3,5,2239,21,17,1,0,0,3,14,22,2,36,4,2034,17,57,15,4,2,10,31,69,48,30,2,5,26,0,31,0,0,0,40,21,33
2,23,0,6,83,91,50,1,0,29,235,156,341,89,10,30,80,114,215,56,3,3,2,0,271,1,2,0,0,0,0,0,3,0,3,0,244,1,2,0,1,0,0,2,5,16,2,0,1,2,0,2,0,0,0,3,2,3
3,108,1,32,156,150,3,2,16,161,821,865,776,164,15,284,480,305,224,95,4,15,0,7,637,10,5,0,0,0,0,4,10,1,14,1,592,6,2,1,0,2,5,9,15,20,7,0,5,5,0,9,0,0,0,15,6,11
2,61,0,0,41,98,36,8,67,29,291,616,946,172,31,324,652,959,978,167,11,21,3,3,776,13,8,0,0,0,0,8,12,1,19,0,486,9,14,3,0,0,3,17,20,13,9,1,6,10,0,11,0,0,0,20,8,14
2,33,0,1,36,73,34,8,32,84,1263,1888,2966,686,24,458,1009,1136,1146,279,12,31,5,4,2103,12,18,1,0,0,1,11,18,1,26,2,1111,12,32,4,3,0,8,17,40,39,24,1,2,11,0,21,0,0,0,30,17,26
0,0,0,0,0,0,0,0,19,24,321,445,710,145,3,39,221,228,184,48,7,13,2,1,587,12,2,0,0,0,1,2,10,2,11,1,300,3,8,0,0,2,0,5,14,19,5,0,8,1,0,8,0,0,0,14,6,11
2,76,0,43,153,165,77,4,109,363,2635,4134,6668,1685,27,379,1860,2493,2270,513,31,68,11,6,3724,32,33,4,0,0,2,19,47,2,63,6,1928,17,56,15,3,2,8,40,65,44,47,7,6,41,0,49,0,0,0,67,34,53
1,46,0,52,114,27,0,1,63,39,338,377,704,206,8,114,287,252,313,90,3,15,1,1,341,7,9,0,0,0,1,4,8,3,13,0,242,7,7,2,0,0,3,9,6,16,8,2,1,7,0,7,0,0,0,14,8,9
7,284,4,13,281,240,88,23,344,712,5590,8571,13595,5833,412,1677,3513,4985,5213,2365,23,54,7,3,9245,25,29,1,0,0,1,10,35,10,48,10,4560,32,69,18,4,2,5,32,78,96,38,7,6,40,0,42,6,10,0,53,31,47
4,140,2,64,273,163,22,7,202,317,2848,3744,5366,2275,75,1141,2737,3089,3600,613,21,46,5,5,3200,29,18,1,0,0,1,14,29,4,40,8,1482,21,25,6,0,1,6,26,37,38,29,3,10,23,0,37,0,2,0,46,16,33
3,108,1,32,156,150,3,2,25,182,1107,1092,1029,208,8,182,383,225,177,69,6,19,2,7,873,14,5,0,0,0,0,4,12,3,17,0,612,4,3,1,0,3,4,8,16,24,9,0,7,6,0,11,0,0,0,19,8,15
1,40,0,0,54,60,3,0,201,315,4307,5983,8471,3092,131,581,2002,2400,2503,941,29,69,14,7,7628,46,22,2,0,0,5,13,47,7,59,12,2451,25,45,6,1,2,8,33,59,55,56,1,7,34,1,48,6,2,0,69,32,53
1,11,0,0,0,0,0,0,12,7,669,1020,867,149,1,15,103,148,159,42,4,20,1,4,854,16,3,0,0,0,3,4,12,1,16,2,195,3,9,1,0,0,2,5,10,10,15,0,4,6,0,15,1,0,0,19,7,17
2,26,0,20,115,43,30,4,53,62,962,1241,1754,503,24,766,1926,2019,2338,557,12,29,4,5,1028,16,13,0,0,0,3,5,19,2,28,1,1045,10,31,6,0,0,8,18,28,24,15,5,7,15,0,19,0,0,0,29,12,23
0,0,0,0,0,0,0,0,2,16,269,254,144,13,9,80,144,131,171,49,4,5,3,0,201,4,1,0,0,0,0,1,2,2,5,0,279,0,8,2,0,1,0,8,9,18,3,0,2,3,0,4,0,0,0,5,2,4
11,667,12,104,1130,534,587,67,354,635,5810,7724,12336,5184,309,1238,3959,4215,4676,2286,31,79,11,5,9407,35,43,2,0,0,6,19,45,13,68,9,3842,33,39,8,0,2,6,24,53,97,62,3,7,54,9,36,25,0,0,76,49,65
3,26,0,0,2,14,5,0,6,170,1432,1098,1703,404,12,58,277,339,360,89,9,23,2,2,1786,17,8,0,0,0,1,5,15,6,20,3,414,8,8,1,1,1,5,9,22,23,14,1,8,12,0,18,1,0,0,25,11,22
1,10,0,0,8,9,4,4,52,134,1646,2779,4640,1167,48,342,2000,2966,2850,660,16,32,4,1,2587,10,20,2,0,0,0,6,24,2,30,5,1299,6,35,12,0,0,4,19,34,25,25,3,2,26,1,22,4,2,0,30,19,26
3,108,1,32,156,150,3,2,16,135,609,797,682,151,12,203,423,266,204,79,3,15,0,7,605,10,4,0,0,0,0,4,9,2,13,1,626,4,4,1,0,2,4,8,16,25,6,0,5,5,0,8,0,0,0,14,5,10
2,33,0,1,36,73,34,8,14,30,604,951,1562,392,7,306,737,791,669,134,6,22,5,3,1351,10,13,0,0,0,1,8,13,1,18,2,817,10,21,5,2,0,4,14,27,39,14,1,4,8,0,12,0,0,0,22,11,15
2,26,0,20,115,43,30,4,53,62,980,1274,1789,506,19,717,1813,1859,1975,437,12,31,4,5,1077,18,13,0,0,0,3,7,19,2,29,1,954,10,30,4,0,0,9,19,25,21,17,5,7,15,0,20,0,0,0,31,13,25
23,1088,6,142,1580,1008,703,112,1065,728,7207,9877,17460,9779,609,1916,6024,7838,14108,5220,41,119,21,2,14064,51,70,4,0,0,6,36,74,13,104,11,6447,37,61,18,2,13,18,43,90,133,76,19,12,85,34,22,59,11,12,105,75,99
5,202,0,90,434,328,158,17,219,274,3850,6610,9088,2829,195,1958,6292,7077,6962,1485,33,60,6,4,6466,26,31,3,0,0,1,9,44,6,54,12,3931,25,64,15,3,4,12,45,61,71,45,3,10,38,1,50,1,2,1,58,32,52
3,140,0,14,128,146,66,9,56,65,1473,2259,3133,957,50,241,1120,1402,1292,515,9,48,2,7,1881,24,21,0,0,0,1,21,24,2,41,6,1002,16,41,5,1,1,12,35,29,24,33,4,2,15,0,30,1,0,0,44,21,31
7,164,0,99,411,257,88,3,103,286,4017,6873,11136,3345,199,1313,5733,7305,7132,1852,30,64,3,4,7366,24,34,4,2,0,2,12,45,8,59,4,4176,21,71,34,4,4,11,37,86,86,40,4,17,41,11,42,2,8,7,58,44,51
24,1098,6,142,1583,1013,704,112,1071,741,7385,10212,18088,10009,604,2003,6648,8298,14394,5270,43,123,23,2,14378,52,72,4,0,0,6,36,78,13,107,10,6825,40,64,17,2,13,15,47,96,144,78,19,12,92,35,22,60,11,12,109,78,102
2,67,0,4,102,156,67,10,63,83,985,1724,2598,940,96,349,1015,1260,1160,641,12,33,3,7,2121,23,8,1,1,0,2,12,19,2,24,5,1355,13,29,6,0,0,3,12,39,52,20,0,9,10,2,16,1,2,0,31,14,26
8,228,0,99,473,383,168,18,231,355,4524,7643,11099,3431,175,1469,6456,8285,7942,1583,36,70,5,4,7816,29,36,4,2,0,1,12,51,8,65,8,4382,21,72,34,5,5,14,43,84,89,50,5,15,49,11,50,1,8,7,63,42,57
5,140,4,1,168,173,71,21,212,661,5164,6694,9873,4116,353,1530,3094,4218,4352,2134,16,42,4,5,7051,22,20,0,0,0,4,9,23,8,39,9,3978,34,57,16,5,1,3,30,73,73,27,3,8,23,0,32,4,5,0,43,24,33
1,12,0,0,1,1,1,0,12,42,1039,1843,2068,504,32,1205,1695,1737,1906,295,17,30,10,6,1891,16,14,0,0,0,0,11,16,3,28,4,1117,11,33,0,5,4,6,16,38,55,23,1,5,15,0,25,1,0,0,30,18,27
2,103,0,4,117,171,92,12,197,912,3768,4467,7863,3178,88,1235,2036,2023,3858,868,16,36,6,2,5702,17,17,1,0,0,1,5,19,11,31,11,1859,12,30,8,1,1,0,15,35,66,26,1,5,18,0,31,2,5,0,34,16,30
2,40,2,0,6,6,18,7,89,80,1065,1751,1697,712,60,576,1877,2160,2187,547,14,41,5,7,1191,28,12,1,0,0,1,16,20,4,35,5,1008,19,20,3,0,0,8,29,30,23,21,2,11,13,0,30,0,0,0,40,13,27
1,3,0,1,2,3,1,1,7,0,80,126,269,71,0,54,170,67,42,14,1,4,0,0,126,1,3,0,0,0,0,2,2,0,4,0,35,1,0,0,0,1,1,2,1,1,2,1,0,0,0,2,0,0,0,4,3,3
1,12,0,0,1,1,1,0,12,42,1039,1843,2068,504,32,1205,1695,1737,1906,295,17,30,10,6,1891,16,14,0,0,0,0,11,16,3,28,4,1117,11,33,0,5,4,6,16,38,55,23,1,5,15,0,25,1,0,0,30,18,27
24,1098,6,142,1583,1013,704,112,1071,709,7444,10260,18268,10054,603,1996,6810,8568,14610,5315,45,123,22,1,14456,52,72,4,0,0,6,36,78,13,109,10,6939,41,65,18,2,12,17,48,95,150,78,19,12,90,35,23,60,11,12,109,81,102
3,26,0,0,2,14,5,0,7,173,1477,1193,1987,473,16,129,487,597,625,148,11,28,4,2,2066,18,12,0,0,0,1,6,19,6,25,3,666,14,15,1,1,1,6,13,30,27,18,1,9,15,0,22,1,0,0,30,15,26
2,19,0,0,5,9,0,1,0,1,27,18,7,2,5,20,60,41,30,12,1,1,1,0,8,1,0,0,0,0,0,1,0,1,1,0,41,3,1,0,0,0,1,2,3,2,1,0,1,0,0,0,0,0,0,1,0,0
23,1106,12,206,1687,1047,702,97,1093,751,7364,10447,18780,10245,617,2440,7901,9492,15393,5497,46,131,22,6,14650,55,76,4,0,0,7,40,80,13,114,14,7629,44,70,18,2,14,18,50,105,157,82,19,13,93,36,28,61,11,12,116,81,108
5,140,4,1,168,173,71,21,157,664,5429,6936,9879,3763,353,1511,2965,4193,4281,2114,17,45,5,5,7247,26,19,0,0,0,4,10,25,8,41,11,3962,36,56,18,4,1,4,28,74,75,29,3,9,22,0,35,4,5,0,46,25,36
23,1088,6,142,1580,1008,703,112,1071,746,7445,10341,18287,10053,608,2012,6866,8592,14589,5325,44,125,23,2,14552,53,73,4,0,0,6,36,79,14,109,10,6975,43,64,17,2,13,16,47,96,149,79,19,13,92,35,24,61,11,12,111,80,104
23,1088,6,142,1580,1008,703,112,1078,739,7685,10589,18605,10179,612,2136,6901,8623,14607,5313,44,126,22,2,14920,51,75,4,0,0,6,36,79,14,108,12,6964,41,65,18,2,13,17,45,99,144,79,19,13,92,36,23,62,11,12,111,79,105
6,143,0,10,163,222,87,3,171,282,3836,6397,11360,3784,114,1356,5336,6749,7015,1519,21,58,3,1,8129,11,34,10,3,0,0,8,43,8,53,1,3741,14,54,31,5,3,11,28,70,74,39,4,14,44,12,38,2,14,7,47,45,46
2,19,0,3,21,24,9,0,274,278,1226,1322,3569,1481,106,1061,1815,2123,3690,602,6,32,5,4,1806,16,13,1,0,0,2,8,17,5,28,4,1003,11,24,1,0,2,3,22,28,39,10,5,9,13,0,21,0,0,0,29,16,19
15,520,6,104,634,583,126,48,652,186,3587,5868,10002,5171,241,1282,4286,5679,11215,3172,28,78,13,1,8337,35,44,4,0,0,2,26,50,7,69,8,4530,15,42,10,2,12,13,32,68,83,46,14,8,49,27,13,35,8,10,66,47,65
1,5,0,1,0,0,3,2,6,13,69,144,136,37,2,12,80,96,40,11,3,10,0,0,188,9,2,0,0,0,1,3,7,1,7,0,173,6,4,1,0,1,1,1,8,12,5,0,2,3,0,5,0,0,0,10,6,6
24,1155,13,207,1746,1106,703,100,1088,780,7910,11469,20213,10597,539,2452,7903,9703,15116,4946,51,132,22,5,15881,55,78,4,0,0,8,35,83,16,115,14,7525,41,73,19,0,15,16,50,107,167,84,18,15,97,35,36,59,11,12,117,81,112
24,1129,12,209,1734,1101,744,106,1097,896,9012,12293,20521,10679,689,2603,8185,8913,12370,5168,59,142,25,6,16100,62,80,4,0,0,8,42,87,15,124,13,7804,44,78,19,0,13,16,51,112,171,93,18,15,106,35,42,59,11,12,128,80,120
2,23,0,6,83,91,50,1,25,11,883,1383,2951,893,6,37,138,200,243,54,1,8,0,0,1321,1,4,2,1,0,0,0,8,0,7,0,466,0,5,2,0,0,0,2,6,15,5,0,3,8,2,5,0,6,0,5,8,8
2,40,2,0,6,6,18,7,125,110,1527,2733,3310,1284,63,572,2098,2393,2395,576,17,43,7,6,2133,31,13,1,0,0,3,13,23,6,38,5,1081,18,21,5,1,1,8,23,34,26,28,2,8,17,0,35,1,1,0,44,13,32
2,158,2,7,128,146,118,34,4,8,404,640,482,50,14,30,113,109,92,41,3,11,0,1,749,9,3,0,0,0,0,0,7,5,10,3,247,2,2,2,0,1,2,5,9,9,7,0,2,3,0,8,2,0,0,11,4,8
25,1146,12,210,1747,1106,746,107,1101,848,8453,11518,19653,10478,709,2697,8384,10216,16306,6029,55,140,27,6,15427,61,79,4,0,0,8,41,88,13,123,13,8330,46,78,18,1,13,16,51,112,171,91,18,15,105,36,37,60,11,12,125,80,116
25,1146,12,210,1747,1106,746,107,1101,848,8453,11518,19653,10478,713,2697,8383,10213,16310,6072,55,140,27,6,15437,62,79,4,0,0,8,41,89,13,124,13,8345,47,79,18,1,13,16,51,113,171,91,18,15,105,36,37,60,11,12,126,81,116
2,26,1,14,52,8,7,2,0,10,103,262,408,69,7,101,454,463,512,186,4,9,1,1,456,5,4,0,0,0,1,2,5,1,8,1,292,3,7,1,1,2,0,4,12,17,6,0,1,3,0,5,0,0,0,9,4,7
1,41,0,0,30,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,695,6,141,1178,736,392,64,833,359,5135,7333,13389,7372,370,1687,4966,5021,7834,2819,38,101,20,1,9991,48,57,3,0,0,6,34,60,11,91,7,4666,27,51,14,2,12,15,38,81,109,62,17,11,74,29,15,47,11,10,93,62,84
23,1088,6,142,1580,1008,703,112,1067,744,7375,10200,18092,10005,612,2000,6679,8316,14376,5274,42,123,22,2,14381,51,72,4,0,0,6,36,76,14,106,10,6814,40,64,18,2,13,17,46,96,140,77,19,12,89,35,22,61,11,12,108,79,102
5,237,0,102,424,228,102,17,274,162,2038,4636,6655,2393,172,968,3058,4109,3836,1179,29,51,8,3,4766,28,22,2,0,0,2,9,36,5,45,9,2927,19,53,9,2,3,9,34,55,52,33,5,10,33,0,40,1,4,0,48,23,41
23,1088,6,142,1580,1008,703,112,1071,746,7445,10341,18287,10053,608,2012,6866,8592,14589,5325,44,125,23,2,14552,53,73,4,0,0,6,36,79,14,109,10,6975,43,64,17,2,13,16,47,96,149,79,19,13,92,35,24,61,11,12,111,80,104
23,1106,12,206,1687,1047,702,97,1093,751,7364,10447,18780,10245,617,2440,7901,9492,15393,5497,46,131,22,6,14650,55,76,4,0,0,7,40,80,13,114,14,7629,44,70,18,2,14,18,50,105,157,82,19,13,93,36,28,61,11,12,116,81,108
24,1129,12,209,1734,1101,744,106,1097,896,9012,12293,20521,10679,689,2603,8185,8913,12370,5168,59,142,25,6,16100,62,80,4,0,0,8,42,87,15,124,13,7804,44,78,19,0,13,16,51,112,171,93,18,15,106,35,42,59,11,12,128,80,120
